utterance_id	From	To	File	Id	String id	Year of birth	Sex	Education	Place of birth	Place of living	Left Context	DMatch	Right Context
6240	89394	93234	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье		Хозяину	и хозяйке. Если она (ина) одна жила, и хозяйке тоже.
6261	222127	225517	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	когда возьмёт, когда не возьмёт, когда	народу	много.
6321	493700	496890	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	Тут вот жила по	соседству	старушка.
6349	613649	617049	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	что не в	мусорку	куда - то (куды - то), а под печку.
6358	657711	659867	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	а его на руку	покладу	и,
6359	660865	665260	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	малый дужа он был, будет плакать, а я на руку его	покладу	и постригу.
6359	660865	665260	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	малый дужа он был, будет плакать, а я на руку его покладу и	постригу	.
6434	108653	112095	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	И	снегу	в хат = набрала в ведро, ведро
6463	209132	212353	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Они (яны) ж уже (ужо) выводятся к Чистому	четвергу	.
6578	628428	630728	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Вот тут с одного	углу	, так...
6644	837108	837992	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	тут с	краю	,
6730	1133732	1138167	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, к = чтоб кабан этот (этый), он (ён) ж на сало, сало на	кабану	растёт.
6777	1303425	1305740	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Вот там вон, поглядите, на	столбу	.
6784	13480	23140	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	это катали на этом, на к = на кладбищах катали, когда (къда) приходишь на Радуницу. На каждое кладбище, каждую	могилочку	катали, приходят...
6786	25260	29600	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Как - то не помню, наоборот, отсюда сюды. Сюда (сюды) покатаешь по	яичку	,
6787	30055	32925	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль		Богу	помолишься коло этой могилочки, как можешь,
6793	55360	58955	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	К ка =, наоборот, к	кресту	, к кресту. К кресту катишь.
6793	55360	58955	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	К ка =, наоборот, к кресту, к	кресту	. К кресту катишь.
6793	55360	58955	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	К ка =, наоборот, к кресту, к кресту. К	кресту	катишь.
6794	59410	62560	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	К	кресту	катишь (котишь), положишь конфеточку, печенюшку, и всё.
6817	182879	188379	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Ну, ходят от клуба трошку. В прошлом	году	не ходили. А в позапрошлом году,
6817	182879	188379	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Ну, ходят от клуба трошку. В прошлом году не ходили. А в позапрошлом	году	,
6818	188828	193107	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	нынче то есть не ходили, а в прошлом	году	от клуба холо = ходили молодежь, деву =.
6822	209219	213194	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	соберутся, ходят. Были, так троху] пройдут, ну, для	порядку	ходили.
6839	285030	289460	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	а там, говорит, раньше ж старые люди говорили, что надо к	празднику	всё как - то (як - то)
6849	335120	338830	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Столько людей пришло. Так я робела. Ну	брату	, говрю, боже мой, боже мой. Что там?
6884	511900	518640	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	И по	двору	по всём, чтоб на дворе [во всём]. В доме, каждую комнату, где спишь, где зал, где кухня, чтоб всё.
6917	698995	703385	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Лестницу занесли совсем другому	соседу	, которого не брали.
6920	714070	716530	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Батя приходит	двору	и говорит: Дочка,
6942	826711	831107	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Коня взяли, завезли са = этому	бригадиру	в сарай.
6951	890430	894530	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	А	бригадиру	поставили [нрзб].
7003	1145605	1150484	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Поставить на, не в водичку, ни в чего. Так вот посади в какую (	яку	) вазочку, ти баночку какую (якую).
7099	522324	533918	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Этот (этый), ну в тридцать девятом	году	, мы ж были все на по =, этот (этый), на поселку, на Жиравково, маткина хата была, маткина.
7099	522324	533918	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Этот (этый), ну в тридцать девятом году, мы ж были все на по =, этот (этый), на	поселку	, на Жиравково, маткина хата была, маткина.
7101	540185	545185	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, тогда (тады) в тридцать девятом	году	, раньше ж посёлки, посёлки были.
7114	615251	620965	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Не в лесе, мы ж не в	лесу	жили, мы ж жили на взгорке (взгорку) такое, ну.
7114	615251	620965	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Не в лесе, мы ж не в лесу жили, мы ж жили на взгорке (	взгорку	) такое, ну.
7122	673565	677657	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, [дрова - то,] там у нас не было такого вот	лесу	.
7167	915821	919978	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	А дети уже там были, в Рудне, из Рудни ходили в	Жавинку	сюда.
7184	23620	28542	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	сразу ж это, вышла я замуж в пятьдесят пятом	году	,
7247	300396	304221	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Ага, обязательно вот девятого. А в этом	году	дак и не.
7248	304559	310676	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Раньше погнали скотину. Пятого или четвёртого мая в этом	году	пог =
7262	368188	373045	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	по	телефону	с ней разговаривала, говорю, ой, у нас жарко, дождей нема, жарко.
7273	428005	431920	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	и голод, и холод, [но паче] в сорок седьмом	году	.
7311	589331	593584	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Ну там (тама) только, наверное, Мухин эту	Скверету	- то назвал.
7318	622731	625459	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Дак не знаю же, может, и	Скверету	назвал.
7320	629538	633343	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Это он (ён) это вот округу всё: и Жанвиль, и	Скверету	,
7346	748333	751996	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль		Бригадиру	метр, он (ён) же мерил.
7347	753477	757048	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Каждому (	кажному	) полоску, и мерил людям.
7366	828423	832176	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Если	товару	, пак = дак кусок товару купи,
7366	828423	832176	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Если товару, пак = дак кусок	товару	купи,
7379	890616	893843	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	поехала я на, на	плугу	на этом.
7391	936866	940710	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	на берег, нехай на	берегу	, а тогда (тады) мы уже, говорит, прицепим их.
7396	955791	960005	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	Ну, она уже побегла в город, купила	товару	,
7397	960439	965582	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	мне тогда (тады) уже (ужо) пошили кофточку. Да	товару	, и, помню, два платочки,
7424	129590	132391	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну да, уже	сыну	тридцать четыре года будет.
7437	172275	174459	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Или еще по	наследству	от кого достанется.
7456	293816	299132	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Там очень красиво, я к	сыну	ездила, так есть такой музей, там тоже такое, достопримечательность.
7488	477043	480424	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну в прошлом	году	были тут девочки, только они, они не в Стайках они жили
7491	488385	490684	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Или педагог эта, наверное, в прошлом	году	тут была.
7501	520519	522248	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	в магазин в прошлом	году	к ней приходили.
7508	550440	555175	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну, молоко уставишь	банку	, оно закиснет, потом сверху сметану снимаешь, а это
7617	1052117	1056541	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	а когда (къда) сделаешь по какому - то	рецепту	, всё равно не получится так, как надо.
7620	1064954	1068636	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	И всё равно, и сам в другой раз вот по	рецепту	сделаешь, и
7627	1117875	1120012	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Вас куда распределили или вы по	желанию	?
7815	2144207	2149308	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Вот сюда вон и прямо идите вы вот так через сад и выйдете к	магазину	, к магазину выйдете.
7815	2144207	2149308	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Вот сюда вон и прямо идите вы вот так через сад и выйдете к магазину, к	магазину	выйдете.
7835	17320	20890	2019_Soino-pma1937_2		pma1937	1937	f	4 класса	Яновка	Соино	Поженились, и	мужу	идти в баню, чтоб ты дала ему белье,
7955	6410	10440	2019_zarechje_ndr_1_3		ndr1934	1934	f	8 классов	Мурашки	Заречье	Как задумает каждый, каждый родитель своему	ребёнку	.
8009	271158	273803	2019_zarechje_ndr_1_3		ndr1934	1934	f	8 классов	Мурашки	Заречье	Родила в шестидесятом	году	его'.
8040	423811	427636	2019_zarechje_ndr_1_3		ndr1934	1934	f	8 классов	Мурашки	Заречье	А, ну это обычно, до	году	не стригли детей.
8066	539280	545878	2019_zarechje_ndr_1_3		ndr1934	1934	f	8 классов	Мурашки	Заречье	она родилась в шестьдесят девятом	году	, тая (та) в люльке спала, уже не было этих, колышки это, люлька была.
8173	459540	465500	2019_zarechje_ndr_2_1		ndr1934	1934	f	8 классов	Мурашки	Заречье	Ну, у нас к	покойнику	ещё ходят, помин делают в полгода.
8230	188923	192829	2019_zhanvil_pds1932_5_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	Вот тут вот, с одного	боку	[нрзб] до другого скамейка.
8273	380120	384959	2019_zhanvil_pds1932_5_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, ну, сва = надо ж	фату	сделать [фату], раньше ж были
8273	380120	384959	2019_zhanvil_pds1932_5_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, ну, сва = надо ж фату сделать [	фату	], раньше ж были
8364	72606	75441	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	люди, пассажиры. Мы туда (туды) не идём, а тут (тута),	спереду	.
8406	194530	199020	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	стали. Шестьдесят пятом	году	нам стали, на деньги мы стали работать, а то...
8465	385697	387827	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	носят, по	житу	торкают.
8466	388472	392062	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	По, по	житу	на зим = озимые где были посеяны.
8496	477261	478839	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	и по	житу	торкают.
8526	572919	576419	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	А м = у меня уже (ужо) трудовая книжка с сорок девятого	году	.
8567	684145	685255	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	и с	югу	,
8629	852431	855446	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Я не два дни - это в шестнадцатом	году	он (ён) мне привёз.
8639	872020	875277	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Её в	мешку	ж, и в машине вёз, и нашла.
8686	1013941	1016272	2018_Malye_Xutora_zvp1934_1_5		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Во	рву	(в рову) вот у нас коров гоняют где (иде).
8794	370530	375614	2019_zhanvil_pds1932_1_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Я раз этого водила в больницу, свалился к	быку	.
8802	409860	411093	2019_zhanvil_pds1932_1_3		pds1932	1932	f	4 класса	Шипы	Жанвиль		Доктору	не говори.
8814	445469	451002	2019_zhanvil_pds1932_1_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Дык она (ина) говорила, ты ж только не говори	доктору	, что я тебя держала.
8854	655797	658461	2019_zhanvil_pds1932_1_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну любая же икона, ну на	куту	же висит.
8981	460900	466340	2019_zarechje_ndr_2_4		ndr1934	1934	f	8 классов	Мурашки	Заречье	когда (къда) откормит, сколько захочет мать, столько будет кормить, и по	году	кормят и...
9043	793900	798575	2019_zarechje_ndr_2_4		ndr1934	1934	f	8 классов	Мурашки	Заречье	Ну вот могли	родственнику	какому передать заговоры эти,
9047	843647	844633	2019_zarechje_ndr_2_4		ndr1934	1934	f	8 классов	Мурашки	Заречье	Кто в	лесу	?
9081	1086762	1089177	2019_zarechje_ndr_2_4		ndr1934	1934	f	8 классов	Мурашки	Заречье	С экологией где с той (	тою	) что - то связано.
9106	31735	33005	2019_Soino-pma1937_1_2		pma1937	1937	f	4 класса	Яновка	Соино	по	соседству	домик.
9131	79213	81077	2019_Soino-pma1937_1_2		pma1937	1937	f	4 класса	Яновка	Соино	Ну сегодня	сыночку	десять, а ему
9174	208905	211935	2019_Soino-pma1937_1_2		pma1937	1937	f	4 класса	Яновка	Соино	Что было много молодежи, много	народу	.
9438	327189	330633	2018_stajki_kfb1929_1_0-19		kfb1929	1929	f	6 классов	Малые Хутора	Стайки	Так что я жила вот на	особняку	.
9689	1140653	1143338	2018_stajki_kfb1929_1_0-19		kfb1929	1929	f	6 классов	Малые Хутора	Стайки	Бывало, столько было	завозу	.
9741	141629	146186	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	[Опят], пойду - ка я, ну, пойду вот до леса. Охота (хота), охота (хота) сходить, в	лесу	, в деревне выросла.
9748	160505	162726	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Теперь вырезан, дико в	лесу	, дико.
9753	173076	178397	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	В колхоз, но там, если. В колхозе топили котлы, ну	скоту	, воду грели.
9778	251221	254145	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Подошла, велосипед поставила к	дереву	тихонько.
9813	381460	382922	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Конечно, у меня ж	скоту	.
9819	407701	409656	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Что поставлю	скоту	, сварю.
9833	461929	464825	2019_zhanvil_kkd1952_4_4		kkd1952	1952	f	техникум	Гута	Жанвиль		Поросенку	дал, все ихное хозяйстве, говорю, курам сыпнул, всё, говорю.
9978	110272	115005	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	Живность? Ну да, пока съездила к	сыну	, в гости в Талашкино съездили,
10081	515402	519915	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	волки, да, пробовали в прошлом	году	, ну тут у нас не очень их много.
10222	1203974	1208733	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну, конечно, так не ругались, как сейчас, сейчас же они вообще,	уму	[нрзб] не при тебе.
10227	1220349	1223992	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	моему	сыну	тридцать четыре года будет, я не знаю, он у меня всегда знал, что это взрослые.
10245	1299623	1304857	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	И Стайки, в каком	году	образовались и чего они так называются, это, думаю, что, наверное, там есть.
10273	1423505	1426465	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну моя, например, своему	сыну	дома делала свадьбу.
10290	1496406	1499953	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	Просто так гуляли и так надо было по	обычаю	на дву = на два дома.
10330	1704458	1708784	2019_stajki_tXe1969_2		tXe1969	1969	f	n/d	Мазыки	Стайки	Такие, купила вон этих самых, в прошлом	году	висели, ну вот эти, на магнитиках.
10367	106653	108688	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Да, я в пятьдесят втором	году	родилась.
10384	166366	168788	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	во	рту	слезинки нету, не было.
10443	372885	376111	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Назад шла (ишла), в	лесу	нашла чернику. Она такая меленькая.
10462	452373	457668	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Дед этот (этый) косит траву. Говорит, де = девка, ты откуда? Говорю, из леса. А ты чего, говорю, в	лесу	?
10502	601654	605658	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	как - то весело мы жили [нрзб]. Я хоть в пятьдесят втором	году	родилась,
10542	732408	736212	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Придут, [нрзб]: можно к вашему х =	дому	, не ха = дому, к хате.
10542	732408	736212	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Придут, [нрзб]: можно к вашему х = дому, не ха =	дому	, к хате.
10627	1010535	1013992	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	Увозили, женщины накладывали, к	стогу	подвозили.
10637	1047562	1050614	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	ещё следом, сегодня моя день.	Пасу	коров.
10655	1107299	1110621	2019_zhanvil_kkd1952_1_0		kkd1952	1952	f	техникум	Гута	Жанвиль	В деревне была своя самогонка -	секрету	не буду таить.
10676	43656	46894	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	К	хирургу	. Ну, хирург этот поглядел.
10688	94210	99829	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Рука эта подвязанная, она же ну ломит, горит,	спасу	нема, мочи нема.
10708	156957	158526	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Поехали к этому	деду	.
10712	171301	175583	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Как (як) бы, говорит, раньше - никакого б	нарыву	не было, всё б хорошо было.
10727	222533	225323	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	К	утру	думаю: что это мне так
10734	246518	248330	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Ну, я и сказала, что к	деду	.
10782	426641	430752	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	И станет плохо тому ти	детёнку	, ти, ти большому.
10789	455524	459795	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	И станет этому	детёнку	плохо, вот это минута такая.
10794	471001	475669	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	ска = поглядит, его погладит - к	вечеру	телёнок этот (этый) скопытится и сдохнет.
10805	509754	512788	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Ну, я уже ему, как (як) он (ён) большой,	литрочку	.
10808	517915	521291	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	И он (ён) пришёл, а он (ён) стоит в	станку	- выше всех!
10810	523838	527241	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Эти (етые) уже надо сдавать, уже по двадцать одному	дню	,
10818	546655	550343	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Я говорю, ну, сколько ж положено	телёнку	, столько мы даём - шесть.
10820	553722	556369	2019_zhanvil_rgs1937_4		rgs1937	1937	f	n/d	Рудня	Жанвиль	Этому	телёнку	. Ну вот такие вот.
10859	44530	48870	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	Батюшка подходил к каждому	колодцу	и посвящал (пасвица'л) воду нам.
10951	371825	373195	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	это по какому	случаю	?
10965	435644	437675	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	Подарочек там какой - нибудь	малышу	.
10981	491201	493015	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	Сколько ему раз стукать по	столу	надо.
11012	588975	592099	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	Если бы сила была, если бы в	Скверету	, то может, как - нибудь бы,
11044	694397	695503	2019_Soino-pma1937_4_3		pma1937	1937	f	4 класса	Яновка	Соино	В	хлеву	бывает.
11098	28774	33484	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	Памперсы эти (этыя) недеют сюда, ну, [	килу	] эту возят, эту с собой.
11305	880719	883191	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	Шла, шла (ишла), иду, иду, по	лесу	.
11308	889641	893569	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	У	двору	пришла, а нам нос = возили бульбу.
11308	889641	893569	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	У двору пришла, а нам нос = возили	бульбу	.
11309	894618	896853	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, давали же в колхозе	бульбу	.
11312	905379	909103	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну а тогда (тады) уже (ужо), как (як) тот (тэй) казал, к	вечеру	.
11338	999248	1002420	2019_zhanvil_pds1932_2_5		pds1932	1932	f	4 класса	Шипы	Жанвиль	Я в	полушубку	ходила, я не видна была,
11405	164129	166065	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Вот. С шестидесятого	году	.
11518	579364	581649	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Я уж с шестидесятого	году	тут.
11521	594733	597075	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	шестьдесят третьего	году	помёр.
11576	793523	796864	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну тамочка дак, глянь, уже (	ужу	) месяц горит свет.
11617	943497	947723	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Там же сейчас, говорили, два дворы тоже осталось, в	Канаршину	ходили.
11644	1039283	1043244	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	в пятидесятом	году	нам за батьку стали пенсию давать.
11645	1044063	1046770	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну да, в пятидесятом	году	, тогда...
11655	1089128	1090476	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Это,	году	.
11663	1107984	1112017	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну, матка как (як), по	сухарю	возьмёт нас за руки, и пошли мы.
11697	1227269	1229838	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Еще	тифу	боялись, вот болезня тиф.
11698	1230135	1235426	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Если глянет, что	ходу	утекают, ходу утекаеют.
11698	1230135	1235426	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Если глянет, что ходу утекают,	ходу	утекаеют.
11707	1261410	1264460	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	И с	голоду	, и с холоду, тосюль.
11717	1299106	1302288	2018_Malye_Xutora_zvp1934_1_1		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Глянь, сколько, очень	народу	много погубили.
11723	19261	21913	2019_zhanvil_kkd1952_1_3		kkd1952	1952	f	техникум	Гута	Жанвиль	Ну просто показать	жениху	, что умеешь делать.
11725	28890	33140	2019_zhanvil_kkd1952_1_3		kkd1952	1952	f	техникум	Гута	Жанвиль	Да, у жениха, наверное, невеста должна привезти (привезть) полотенца к	жениху	.
